sepal_length,sepal_width,petal_length,petal_width,species
5.587738990783691,2.414401415362954,3.7403423793613912,1.1360754668712616,Iris-versicolor
6.419243823364378,3.1811822786927224,5.397656686604023,1.7099282994866372,Iris-virginica
6.265589824318885,2.760596537683159,4.701305998861789,1.290187032520771,Iris-versicolor
6.110473203659057,2.9407992489635943,5.575638927891849,1.7176253750920296,Iris-virginica
5.056653293222189,3.35502258464694,1.3579268604516983,0.3077018827199936,Iris-setosa
5.736104317754508,2.9832309648394584,4.192790791206062,1.2100683107972146,Iris-versicolor
5.108921930193902,3.642546175420285,1.2895925730466842,0.21230512093752624,Iris-setosa
6.815964740514755,3.1135607914999133,4.828897070884705,1.5978674441576004,Iris-versicolor
6.794231319520622,3.0248883247375487,4.929144072532654,1.5501762270927428,Iris-versicolor
5.206859631743282,2.65635399594903,3.9100068850442766,1.489178591966629,Iris-versicolor
7.048442450165749,3.664169496297837,6.192330165207387,2.478508584201336,Iris-virginica
5.959074918180704,2.8758127212524416,5.062244480848312,1.6337294414639474,Iris-versicolor
6.34034380838275,2.760596537683159,4.302988997614011,1.331797230243683,Iris-versicolor
6.235535855591299,3.425253416970372,5.654781098462262,2.423052828386426,Iris-virginica
5.567296466231346,2.8507087856531137,4.948188474029303,2.066786892712116,Iris-virginica
4.860209716111422,3.0711281042546035,1.4875039290636778,0.2466398113408518,Iris-setosa
6.919417650997639,3.1301203340291983,5.795850944519043,2.2285227730870245,Iris-virginica
6.4941006624139845,2.703527647256851,4.584629253856837,1.5813224241137505,Iris-versicolor
5.413212305307387,3.051684092730284,4.140744975209236,1.1146592676639555,Iris-versicolor
7.795560938119888,2.6430676117539407,6.768610590696335,2.4245015338063243,Iris-virginica
5.152435087412597,4.072762818261982,1.5607183463871481,0.14348282516002656,Iris-setosa
6.3873640332371,3.1461418539285666,5.1848284929990776,2.277871986106038,Iris-virginica
5.931956970691682,3.0280155390501022,4.995679876208305,1.761967222392559,Iris-virginica
6.4465262472629545,2.3931618735194204,4.635602572560312,1.3493979305028916,Iris-versicolor
4.8543812327086915,3.0104987233877183,1.4220387101173402,0.1670938290655613,Iris-setosa
7.540960741043091,3.797086976189166,6.61714145988226,2.051317122578621,Iris-virginica
6.633921581506728,2.8655797988176346,5.464554365724325,2.1198946800082923,Iris-virginica
5.0338495582342135,3.7422033317387102,2.103636571764946,0.5946143507957459,Iris-setosa
4.344007208198309,3.0186245515942574,1.0330307915806771,0.10401174183934928,Iris-setosa
6.11791183501482,2.7686877392232416,4.751795231550932,1.75892695710063,Iris-virginica
7.28325532078743,3.0406261533498764,5.566982212662697,1.6812222436070443,Iris-virginica
5.775350122898817,2.7581486731767653,5.0367302954196935,2.2849956914782523,Iris-virginica
5.4218898318707955,3.934552685916424,1.7122287422418594,0.225367882847786,Iris-setosa
5.911822485923767,2.560512048006058,5.654781098462262,1.7665125966072082,Iris-virginica
5.045108340680598,1.9862426917999976,3.581591062247753,0.8916314020752907,Iris-versicolor
6.444336009025574,3.1466338068246835,5.8249711960554125,2.0800039883702994,Iris-virginica
7.418730385228993,2.7947898969985543,5.9743543475866305,1.9607958510518075,Iris-virginica
5.233878004550934,3.6758341480046512,1.520935596898198,0.29421252459287645,Iris-setosa
6.171405299007892,2.851281329244375,4.639964532852173,1.0870825171470642,Iris-versicolor
5.604906171560288,2.5267391189932824,4.3955715136602524,1.1415225163102152,Iris-versicolor
7.219411090016365,3.2903177708387377,4.763377179205418,1.4031288340687749,Iris-versicolor
6.198581586778164,2.4960689838044345,4.902074673539028,1.6212425827980042,Iris-versicolor
5.743375071883202,2.9876218996942043,4.09245817065239,1.460286110639572,Iris-versicolor
5.083682973682881,3.4909139638766646,1.5885867923498154,0.19735599150881167,Iris-setosa
6.897513390146196,3.18174429833889,5.580491745471956,1.9876535072922707,Iris-virginica
5.63674430847168,2.618690945580602,3.8667481541633606,1.1871346112340688,Iris-versicolor
5.695405344665049,2.618096572160721,5.098859859886579,1.9623199827969076,Iris-virginica
4.705739478766918,3.3505095891654486,1.5415641091763974,0.20006514583219545,Iris-setosa
4.874848132580519,3.217347911000252,1.592887058854103,0.12358750998973847,Iris-setosa
5.56419689655304,2.771731173992157,3.483587944880128,1.0747541338205338,Iris-versicolor
5.548046857118607,4.072762818261982,1.4534655898809432,0.2145269855856896,Iris-setosa
5.510482466220855,2.652867425978184,4.276816953718662,1.298032433213666,Iris-versicolor
4.538712541013956,3.056142120063305,1.5451359376311302,0.24142392426729206,Iris-setosa
