sepal_length,sepal_width,petal_length,petal_width,species
6.013161419890821,2.381930258870125,4.07375144213438,0.9920335290953517,Iris-versicolor
4.736072640120983,3.482242242991924,1.9194748751819133,0.2621367022395134,Iris-setosa
7.647749298065901,3.1314516365528107,6.118434528261423,2.603122520446777,Iris-virginica
6.0601164199411865,2.943938735127449,3.9336613342165947,1.1762464076280594,Iris-versicolor
5.603065025806427,2.4723375011235476,4.955693814903498,2.0525675639510155,Iris-virginica
5.817283478751778,2.63379957228899,,1.141346913576126,Iris-versicolor
4.511537907645106,2.242836984992027,1.2538501910865307,0.1658512681722641,Iris-setosa
5.587738990783691,2.414401415362954,3.7403423793613912,1.1360754668712616,Iris-versicolor
6.419243823364377,3.1811822786927224,5.397656686604023,1.7099282994866372,Iris-virginica
6.2655898243188854,,4.701305998861789,1.290187032520771,Iris-versicolor
6.110473203659057,2.9407992489635943,5.57563892789185,1.7176253750920296,Iris-virginica
5.056653293222189,3.35502258464694,1.3579268604516983,0.3077018827199936,Iris-setosa
5.736104317754507,2.9832309648394584,4.192790791206062,1.2100683107972146,Iris-versicolor
5.108921930193901,3.6425461754202844,1.2895925730466842,0.21230512093752624,Iris-setosa
6.815964740514755,3.113560791499913,4.828897070884705,1.5978674441576004,Iris-versicolor
6.794231319520622,3.0248883247375487,4.929144072532654,1.5501762270927428,Iris-versicolor
5.206859631743282,2.65635399594903,3.9100068850442766,1.489178591966629,Iris-versicolor
7.048442450165749,3.6641694962978364,6.192330165207386,2.478508584201336,Iris-virginica
5.959074918180704,2.8758127212524416,5.062244480848312,1.6337294414639474,Iris-versicolor
6.34034380838275,,4.302988997614011,1.331797230243683,Iris-versicolor
6.235535855591297,3.425253416970372,,2.423052828386426,Iris-virginica
5.567296466231346,2.850708785653114,4.948188474029303,2.0667868927121162,Iris-virginica
4.860209716111422,3.0711281042546035,1.4875039290636778,-0.07220258712768554,Iris-setosa
6.919417650997639,3.130120334029198,5.795850944519043,2.2285227730870245,Iris-virginica
6.4941006624139845,2.703527647256851,4.584629253856837,1.5813224241137505,Iris-versicolor
5.413212305307388,3.0516840927302837,4.140744975209236,1.1146592676639557,Iris-versicolor
7.7955609381198885,2.6430676117539407,6.768610590696335,2.424501533806324,Iris-virginica
5.152435087412596,4.1448699593544,1.560718346387148,0.14348282516002656,Iris-setosa
6.3873640332371,3.146141853928566,5.184828492999077,2.277871986106038,Iris-virginica
5.931956970691681,3.0280155390501022,4.995679876208305,1.761967222392559,Iris-virginica
6.4465262472629545,2.3931618735194204,4.635602572560311,1.3493979305028916,Iris-versicolor
4.854381232708692,3.0104987233877183,1.4220387101173402,0.1670938290655613,Iris-setosa
7.540960741043091,3.797086976189166,6.6171414598822595,2.051317122578621,Iris-virginica
6.633921581506729,2.8655797988176346,5.464554365724325,2.1198946800082923,Iris-virginica
5.033849558234214,3.7422033317387102,2.103636571764946,0.5946143507957459,Iris-setosa
4.344007208198309,3.0186245515942574,1.0330307915806771,0.10401174183934928,Iris-setosa
6.11791183501482,2.7686877392232416,4.751795231550932,1.7589269571006299,Iris-virginica
7.28325532078743,3.0406261533498764,5.566982212662697,1.6812222436070443,Iris-virginica
5.775350122898817,2.7581486731767653,5.036730295419693,2.2849956914782523,Iris-virginica
5.421889831870795,3.9345526859164237,1.7122287422418594,0.22536788284778597,Iris-setosa
5.911822485923767,2.560512048006058,,1.7665125966072082,Iris-virginica
5.045108340680599,1.9460099525749683,3.581591062247753,0.8916314020752907,Iris-versicolor
6.444336009025574,3.146633806824684,5.8249711960554125,2.0800039883702994,Iris-virginica
7.418730385228992,2.7947898969985543,5.974354347586631,1.9607958510518073,Iris-virginica
5.233878004550934,3.6758341480046512,1.5209355968981981,0.29421252459287645,Iris-setosa
6.171405299007892,2.851281329244375,4.639964532852173,1.0870825171470642,Iris-versicolor
5.6049061715602875,2.5267391189932824,4.3955715136602524,1.141522516310215,Iris-versicolor
7.219411090016365,3.2903177708387377,4.763377179205418,1.403128834068775,Iris-versicolor
6.198581586778164,2.4960689838044345,4.902074673539028,1.6212425827980042,Iris-versicolor
5.743375071883202,2.9876218996942043,4.09245817065239,1.4602861106395721,Iris-versicolor
5.083682973682881,3.4909139638766646,1.5885867923498154,0.19735599150881172,Iris-setosa
6.897513390146196,3.18174429833889,5.580491745471955,1.9876535072922707,Iris-virginica
5.6367443084716795,2.618690945580602,3.8667481541633606,1.1871346112340688,Iris-versicolor
5.69540534466505,2.618096572160721,5.098859859886579,1.9623199827969073,Iris-virginica
4.705739478766918,3.350509589165449,1.5415641091763974,0.20006514583219542,Iris-setosa
4.874848132580519,3.217347911000252,1.592887058854103,0.12358750998973847,Iris-setosa
5.56419689655304,2.771731173992157,3.483587944880128,1.0747541338205338,Iris-versicolor
5.548046857118607,4.249211017787457,1.4534655898809432,0.21452698558568956,Iris-setosa
5.510482466220855,2.652867425978184,4.276816953718662,1.2980324332136661,Iris-versicolor
4.538712541013956,3.056142120063305,1.5451359376311302,0.24142392426729203,Iris-setosa
