Id, Label
11012,0
11013,2
11014,4
11015,4
11016,4
11017,3
11018,2
11019,2
11020,2
11021,2
11022,3
11023,4
11024,0
11025,0
11026,1
11027,4
11028,2
11029,1
11030,2
11031,4
11032,3
11033,1
11034,1
11035,0
11036,3
11037,3
11038,4
11039,0
11040,0
11041,2
11042,3
11043,0
11044,2
11045,0
11046,2
11047,3
11048,3
11049,0
11050,3
11051,1
11052,4
11053,0
11054,3
11055,4
11056,2
11057,4
11058,4
11059,3
11060,1
11061,3
11062,2
11063,2
11064,3
11065,2
11066,1
11067,1
11068,1
11069,2
11070,3
11071,4
11072,2
11073,0
11074,3
11075,1
11076,1
11077,0
11078,4
11079,4
11080,0
11081,1
11082,4
11083,1
11084,0
11085,3
11086,1
11087,3
11088,1
11089,2
11090,1
11091,4
11092,0
11093,3
11094,2
11095,2
11096,4
11097,1
11098,4
11099,0
11100,1
11101,3
11102,2
11103,0
11104,3
11105,0
11106,0
11107,4
11108,2
11109,0
11110,4
11111,3
11112,3
11113,0
11114,2
11115,0
11116,1
11117,4
11118,3
11119,4
11120,2
11121,3
11122,0
11123,0
11124,4
11125,4
11126,1
11127,3
11128,0
11129,2
11130,3
11131,3
11132,4
11133,0
11134,3
11135,0
11136,2
11137,1
11138,0
11139,0
11140,1
11141,4
11142,1
11143,2
11144,1
11145,2
11146,2
11147,4
11148,0
11149,4
11150,3
11151,4
11152,3
11153,3
11154,0
11155,1
11156,3
11157,1
11158,1
11159,2
11160,0
11161,0
11162,2
11163,4
11164,3
11165,4
11166,1
11167,3
11168,1
11169,4
11170,4
11171,0
11172,3
11173,2
11174,4
11175,0
11176,4
11177,4
11178,4
11179,4
11180,0
11181,4
11182,0
11183,4
11184,0
11185,0
11186,3
11187,4
11188,1
11189,0
11190,0
11191,4
11192,3
11193,2
11194,4
11195,2
11196,0
11197,1
11198,2
11199,2
11200,4
11201,2
11202,4
11203,1
11204,4
11205,4
11206,3
11207,1
11208,4
11209,2
11210,2
11211,1
11212,2
11213,0
11214,3
11215,2
11216,2
11217,0
11218,0
11219,4
11220,0
11221,0
11222,2
11223,1
11224,1
11225,2
11226,0
11227,0
11228,4
11229,0
11230,4
11231,4
11232,1
11233,2
11234,1
11235,3
11236,4
11237,4
11238,4
11239,4
11240,4
11241,0
11242,0
11243,4
11244,0
11245,4
11246,2
11247,1
11248,1
11249,1
11250,0
11251,4
11252,4
11253,0
11254,4
11255,0
11256,2
11257,4
11258,2
11259,2
11260,2
11261,4
11262,4
11263,3
11264,0
11265,0
11266,4
11267,4
11268,0
11269,0
11270,3
11271,2
11272,1
11273,4
11274,3
11275,2
11276,2
11277,3
11278,0
11279,3
11280,2
11281,4
11282,0
11283,1
11284,1
11285,3
11286,4
11287,0
11288,3
11289,3
11290,3
11291,2
11292,3
11293,0
11294,2
11295,0
11296,1
11297,0
11298,1
11299,3
11300,4
11301,1
11302,1
11303,2
11304,3
11305,3
11306,3
11307,2
11308,0
11309,3
11310,2
11311,1
11312,2
11313,3
11314,4
11315,3
11316,4
11317,0
11318,2
11319,2
11320,3
11321,2
11322,2
11323,2
11324,0
11325,4
11326,0
11327,3
11328,1
11329,0
11330,0
11331,2
11332,1
11333,4
11334,4
11335,1
11336,4
11337,0
11338,0
11339,0
11340,3
11341,3
11342,2
11343,2
11344,0
11345,0
11346,2
11347,0
11348,4
11349,0
11350,1
11351,3
11352,2
11353,4
11354,4
11355,4
11356,3
11357,2
11358,0
11359,2
11360,3
11361,1
11362,4
11363,1
11364,3
11365,3
11366,4
11367,4
11368,2
11369,3
11370,1
11371,3
11372,1
11373,4
11374,1
11375,3
11376,1
11377,1
11378,3
11379,0
11380,1
11381,2
11382,2
11383,1
11384,2
11385,4
11386,0
11387,3
11388,1
11389,0
11390,4
11391,0
11392,3
11393,4
11394,3
11395,2
11396,4
11397,1
11398,0
11399,0
11400,4
11401,0
11402,3
11403,2
11404,4
11405,2
11406,4
11407,1
11408,3
11409,0
11410,0
11411,0
11412,0
11413,1
11414,1
11415,0
11416,4
11417,2
11418,0
11419,1
11420,3
11421,4
11422,4
11423,2
11424,0
11425,1
11426,0
11427,1
11428,1
11429,0
11430,1
11431,3
11432,1
11433,1
11434,1
11435,4
11436,2
11437,1
11438,1
11439,0
11440,3
11441,2
11442,3
11443,2
11444,1
11445,3
11446,4
11447,3
11448,3
11449,2
11450,4
11451,2
11452,3
11453,3
11454,1
11455,1
11456,1
11457,2
11458,3
11459,4
11460,3
11461,3
11462,1
11463,3
11464,0
11465,3
11466,0
11467,3
11468,1
11469,3
11470,2
11471,2
11472,1
11473,4
11474,1
11475,3
11476,2
11477,1
11478,4
11479,2
11480,3
11481,0
11482,0
11483,2
11484,2
11485,0
11486,1
11487,2
11488,4
11489,4
11490,1
11491,1
11492,4
11493,0
11494,0
11495,1
11496,0
11497,0
11498,4
11499,2
11500,3
11501,1
11502,1
11503,0
11504,2
11505,0
11506,4
11507,4
11508,0
11509,2
11510,2
11511,3
11512,0
11513,3
11514,0
11515,0
11516,1
11517,3
11518,1
11519,3
11520,1
11521,2
11522,3
11523,3
11524,4
11525,0
11526,3
11527,3
11528,1
11529,4
11530,3
11531,4
11532,3
11533,1
11534,2
11535,0
11536,3
11537,2
11538,4
11539,2
11540,3
11541,1
11542,3
11543,0
11544,2
11545,0
11546,2
11547,2
11548,0
11549,0
11550,3
11551,4
11552,3
11553,0
11554,3
11555,3
11556,2
11557,2
11558,2
11559,0
11560,2
11561,1
11562,3
11563,2
11564,2
11565,3
11566,2
11567,2
11568,3
11569,4
11570,4
11571,0
11572,1
11573,4
11574,3
11575,3
11576,0
11577,4
11578,2
11579,4
11580,3
11581,2
11582,0
11583,1
11584,1
11585,0
11586,0
11587,4
11588,2
11589,2
11590,3
11591,2
11592,2
11593,3
11594,2
11595,4
11596,3
11597,1
11598,2
11599,3
11600,1
11601,3
11602,2
11603,2
11604,4
11605,2
11606,4
11607,0
11608,3
11609,2
11610,3
11611,3
11612,4
11613,1
11614,3
11615,3
11616,2
11617,1
11618,4
11619,1
11620,4
11621,0
11622,0
11623,0
11624,3
11625,2
11626,4
11627,4
11628,2
11629,2
11630,1
11631,3
11632,3
11633,3
11634,0
11635,0
11636,4
11637,4
11638,0
11639,4
11640,4
11641,1
11642,2
11643,3
11644,0
11645,3
11646,0
11647,3
11648,1
11649,0
11650,0
11651,4
11652,4
11653,2
11654,3
11655,3
11656,1
11657,2
11658,2
11659,4
11660,2
11661,1
11662,1
11663,3
11664,2
11665,4
11666,1
11667,1
11668,3
11669,4
11670,1
11671,0
11672,4
11673,1
11674,1
11675,0
11676,2
11677,4
11678,1
11679,4
11680,2
11681,2
11682,2
11683,4
11684,2
11685,1
11686,0
11687,2
11688,0
11689,3
11690,4
11691,2
11692,1
11693,4
11694,3
11695,2
11696,2
11697,3
11698,2
11699,4
11700,2
11701,0
11702,0
11703,0
11704,3
11705,3
11706,4
11707,2
11708,2
11709,4
11710,4
11711,4
11712,2
11713,2
11714,4
11715,3
11716,4
11717,1
11718,3
11719,4
11720,1
11721,4
11722,1
11723,4
11724,2
11725,1
11726,4
11727,2
11728,4
11729,2
11730,2
11731,1
11732,1
11733,3
11734,4
11735,1
11736,3
11737,2
11738,2
11739,2
11740,0
11741,4
11742,0
11743,2
11744,3
11745,0
11746,2
11747,4
11748,4
11749,1
11750,2
11751,0
11752,3
11753,4
11754,0
11755,3
11756,0
11757,4
11758,3
11759,4
11760,4
11761,2
11762,3
11763,0
11764,3
11765,0
11766,4
11767,3
11768,3
11769,0
11770,3
11771,3
11772,2
11773,3
11774,3
11775,1
11776,4
11777,0
11778,1
11779,3
11780,2
11781,0
11782,1
11783,3
11784,3
11785,4
11786,0
11787,1
11788,0
11789,3
11790,3
11791,1
11792,1
11793,4
11794,4
11795,2
11796,1
11797,4
11798,3
11799,4
11800,0
11801,0
11802,2
11803,3
11804,0
11805,1
11806,0
11807,2
11808,2
11809,4
11810,0
11811,2
11812,2
11813,0
11814,1
11815,3
11816,0
11817,4
11818,4
11819,3
11820,1
11821,4
11822,0
11823,3
11824,3
11825,4
11826,2
11827,2
11828,4
11829,0
11830,4
11831,0
11832,1
11833,4
11834,1
11835,0
11836,1
11837,1
11838,0
11839,1
11840,1
11841,3
11842,3
11843,4
11844,0
11845,4
11846,4
11847,0
11848,1
11849,4
11850,4
11851,2
11852,3
11853,3
11854,0
11855,1
11856,0
11857,4
11858,2
11859,3
11860,1
11861,1
11862,0
11863,4
11864,0
11865,2
11866,3
11867,4
11868,2
11869,2
11870,0
11871,3
11872,3
11873,1
11874,2
11875,2
11876,0
11877,3
11878,1
11879,0
11880,1
11881,3
11882,4
11883,2
11884,3
11885,1
11886,1
11887,0
11888,1
11889,1
11890,0
11891,0
11892,1
11893,0
11894,1
11895,3
11896,0
11897,2
11898,2
11899,1
11900,3
11901,2
11902,2
11903,2
11904,1
11905,1
11906,3
11907,2
11908,3
11909,1
11910,1
11911,3
11912,1
11913,3
11914,0
11915,4
11916,3
11917,4
11918,4
11919,2
11920,3
11921,2
11922,3
11923,2
11924,2
11925,0
11926,4
11927,2
11928,1
11929,4
11930,1
11931,1
11932,1
11933,4
11934,3
11935,1
11936,1
11937,3
11938,2
11939,3
11940,3
11941,3
11942,4
11943,0
11944,1
11945,2
11946,0
11947,1
11948,2
11949,4
11950,2
11951,2
11952,2
11953,2
11954,2
11955,0
11956,4
11957,1
11958,3
11959,4
11960,1
11961,0
11962,4
11963,4
11964,0
11965,3
11966,3
11967,1
11968,0
11969,2
11970,2
11971,2
11972,0
11973,1
11974,1
11975,1
11976,0
11977,4
11978,3
11979,1
11980,2
11981,2
11982,4
11983,3
11984,0
11985,0
11986,1
11987,3
11988,3
11989,3
11990,1
11991,2
11992,3
11993,2
11994,2
11995,2
11996,2
11997,3
11998,3
11999,2
12000,2
12001,3
12002,0
12003,3
12004,4
12005,2
12006,1
12007,1
12008,4
12009,1
12010,0
12011,3
12012,3
12013,4
12014,0
12015,1
12016,0
12017,3
12018,4
12019,2
12020,0
12021,4
12022,3
12023,4
12024,2
12025,4
12026,2
12027,0
12028,1
12029,0
12030,3
12031,2
12032,4
12033,1
12034,1
12035,1
12036,3
12037,3
12038,0
12039,0
12040,3
12041,3
12042,1
12043,2
12044,2
12045,4
12046,3
12047,1
12048,3
12049,3
12050,4
12051,3
12052,0
12053,0
12054,0
12055,0
12056,1
12057,1
12058,2
12059,3
12060,0
12061,2
12062,4
12063,0
12064,2
12065,0
12066,3
12067,3
12068,3
12069,4
12070,1
12071,0
12072,3
12073,3
12074,4
12075,2
12076,2
12077,3
12078,4
12079,2
12080,2
12081,4
12082,1
12083,4
12084,0
12085,1
12086,3
12087,3
12088,4
12089,0
12090,4
12091,2
12092,2
12093,1
12094,2
12095,2
12096,0
12097,4
12098,3
12099,0
12100,0
12101,3
12102,1
12103,2
12104,0
12105,4
12106,0
12107,3
12108,2
12109,1
12110,1
12111,4
12112,1
12113,4
12114,3
12115,0
12116,4
12117,4
12118,0
12119,1
12120,4
12121,0
12122,3
12123,4
12124,3
12125,1
12126,1
12127,2
12128,2
12129,2
12130,3
12131,3
12132,2
12133,2
12134,4
12135,3
12136,4
12137,3
12138,4
12139,0
12140,2
12141,4
12142,3
12143,0
12144,2
12145,2
12146,0
12147,1
12148,1
12149,1
12150,1
12151,3
12152,3
12153,3
12154,0
12155,3
12156,1
12157,2
12158,3
12159,4
12160,2
12161,4
12162,4
12163,4
12164,2
12165,3
12166,1
12167,2
12168,3
12169,4
12170,1
12171,4
12172,0
12173,1
12174,4
12175,1
12176,4
12177,2
12178,3
12179,0
12180,0
12181,0
12182,1
12183,2
12184,1
12185,3
12186,0
12187,1
12188,4
12189,4
12190,3
12191,2
12192,0
12193,1
12194,1
12195,3
12196,2
12197,2
12198,2
12199,2
12200,2
12201,4
12202,1
12203,3
12204,1
12205,3
12206,3
12207,1
12208,3
12209,0
12210,4
12211,4
12212,4
12213,4
12214,1
12215,3
12216,1
12217,3
12218,4
12219,4
12220,3
12221,3
12222,4
12223,0
12224,2
12225,4
12226,0
12227,0
12228,2
12229,3
12230,0
12231,1
12232,3
12233,3
12234,3
12235,2
12236,1
12237,3
12238,0
12239,3
12240,3
12241,2
12242,2
12243,1
12244,1
12245,4
12246,0
12247,1
12248,0
12249,2
12250,2
12251,0
12252,0
12253,1
12254,0
12255,1
12256,3
12257,4
12258,4
12259,0
12260,4
12261,0
12262,0
12263,1
12264,2
12265,1
12266,1
12267,2
12268,4
12269,1
12270,3
12271,4
12272,3
12273,3
12274,0
12275,3
12276,1
12277,3
12278,1
12279,3
12280,2
12281,3
12282,0
12283,3
12284,3
12285,0
12286,4
12287,2
12288,0
12289,3
12290,1
12291,3
12292,1
12293,4
12294,1
12295,1
12296,1
12297,4
12298,0
12299,4
12300,2
12301,4
12302,4
12303,0
12304,2
12305,1
12306,1
12307,0
12308,4
12309,1
12310,0
12311,4
12312,2
12313,0
12314,2
12315,3
12316,0
12317,0
12318,3
12319,3
12320,0
12321,0
12322,3
12323,2
12324,1
12325,2
12326,2
12327,2
12328,4
12329,0
12330,3
12331,1
12332,1
12333,2
12334,2
12335,0
12336,2
12337,1
12338,2
12339,2
12340,0
12341,0
12342,0
12343,4
12344,2
12345,4
12346,1
12347,3
12348,1
12349,4
12350,3
12351,1
12352,2
12353,1
12354,2
12355,0
12356,2
12357,4
12358,1
12359,3
12360,3
12361,1
12362,1
12363,1
12364,1
12365,3
12366,3
12367,4
12368,4
12369,4
12370,4
12371,3
12372,0
12373,0
12374,4
12375,0
12376,0
12377,3
12378,4
12379,4
12380,2
12381,3
12382,3
12383,3
12384,0
12385,4
12386,3
12387,4
12388,1
12389,3
12390,0
12391,2
12392,2
12393,1
12394,3
12395,3
12396,0
12397,4
12398,4
12399,3
12400,1
12401,0
12402,3
12403,2
12404,4
12405,1
12406,1
12407,2
12408,2
12409,2
12410,3
12411,4
12412,3
12413,0
12414,1
12415,0
12416,4
12417,3
12418,3
12419,1
12420,0
12421,4
12422,0
12423,1
12424,4
12425,3
12426,4
12427,3
12428,3
12429,4
12430,2
12431,3
12432,2
12433,2
12434,0
12435,3
12436,3
12437,4
12438,4
12439,2
12440,2
12441,0
12442,3
12443,3
12444,3
12445,1
12446,0
12447,3
12448,4
12449,0
12450,4
12451,3
12452,3
12453,0
12454,3
12455,1
12456,0
12457,0
12458,4
12459,1
12460,1
12461,3
12462,1
12463,3
12464,0
12465,0
12466,3
12467,1
12468,2
12469,1
12470,4
12471,2
12472,0
12473,1
12474,2
12475,1
12476,1
12477,1
12478,4
12479,2
12480,0
12481,0
12482,3
12483,0
12484,2
12485,3
12486,0
12487,4
12488,1
12489,4
12490,0
12491,4
12492,0
12493,0
12494,3
12495,2
12496,0
12497,2
12498,0
12499,2
12500,4
12501,1
12502,4
12503,2
12504,3
12505,4
12506,0
12507,4
12508,1
12509,3
12510,2
12511,4
12512,1
12513,1
12514,2
12515,3
12516,0
12517,1
12518,3
12519,1
12520,0
12521,0
12522,1
12523,4
12524,3
12525,4
12526,1
12527,3
12528,2
12529,1
12530,3
12531,0
12532,3
12533,1
12534,3
12535,2
12536,1
12537,0
12538,3
12539,0
12540,4
12541,0
12542,4
12543,3
12544,0
12545,1
12546,2
12547,1
12548,0
12549,4
12550,3
12551,0
12552,1
12553,4
12554,3
12555,1
12556,2
12557,2
12558,0
12559,3
12560,4
12561,4
12562,1
12563,4
12564,1
12565,4
12566,2
12567,2
12568,3
12569,0
12570,0
12571,3
12572,2
12573,3
12574,4
12575,0
12576,4
12577,3
12578,3
12579,1
12580,2
12581,2
12582,0
12583,0
12584,3
12585,2
12586,3
12587,4
12588,1
12589,1
12590,0
12591,2
12592,1
12593,0
12594,0
12595,4
12596,2
12597,3
12598,4
12599,4
12600,1
12601,4
12602,2
12603,2
12604,1
12605,4
12606,4
12607,1
12608,2
12609,0
12610,4
12611,3
12612,1
12613,2
12614,1
12615,0
12616,1
12617,4
12618,4
12619,1
12620,0
12621,2
12622,0
12623,4
12624,1
12625,1
12626,3
12627,0
12628,4
12629,1
12630,4
12631,3
12632,3
12633,3
12634,4
12635,1
12636,4
12637,4
12638,2
12639,2
12640,1
12641,4
12642,3
12643,1
12644,0
12645,4
12646,2
12647,3
12648,1
12649,0
12650,0
12651,1
12652,2
12653,4
12654,4
12655,4
12656,2
12657,4
12658,2
12659,4
12660,4
12661,3
12662,3
12663,2
12664,0
12665,1
12666,4
12667,4
12668,2
12669,0
12670,4
12671,4
12672,0
12673,1
12674,0
12675,3
12676,0
12677,3
12678,2
12679,4
12680,0
12681,3
12682,3
12683,4
12684,2
12685,1
12686,3
12687,4
12688,0
12689,4
12690,0
12691,4
12692,4
12693,1
12694,0
12695,0
12696,2
12697,4
12698,2
12699,3
12700,3
12701,3
12702,3
12703,1
12704,4
12705,2
12706,1
12707,3
12708,4
12709,3
12710,0
12711,2
12712,2
12713,4
12714,4
12715,0
12716,1
12717,0
12718,3
12719,1
12720,3
12721,0
12722,4
12723,1
12724,1
12725,4
12726,3
12727,1
12728,4
12729,0
12730,3
12731,4
12732,3
12733,1
12734,3
12735,0
12736,3
12737,2
12738,0
12739,2
12740,4
12741,4
12742,2
12743,3
12744,2
12745,3
12746,4
12747,0
12748,2
12749,3
12750,0
12751,1
12752,0
12753,2
12754,2
12755,0
12756,0
12757,1
12758,2
12759,1
12760,0
12761,4
12762,2
12763,2
12764,2
12765,3
12766,3
12767,0
12768,1
12769,1
12770,1
12771,4
12772,0
12773,0
12774,3
12775,4
12776,3
12777,1
12778,3
12779,4
12780,0
12781,4
12782,3
12783,1
12784,2
12785,2
12786,2
12787,4
12788,2
12789,0
12790,2
12791,1
12792,3
12793,2
12794,0
12795,3
12796,1
